finance_id;cost;budget;other_expenses;Investment Description;roi;Projet;Responsable;Taux de change;Projet valide
254;2362782.02;3330493.28;199678.11;Acquisition du terrain pour le projet.;123739.35;Immeuble;Mme Garcia;???;True
255;2864872.03;2560858.56;201343.92;Travaux de genie civil et fondation du batiment.;347804.88;Hopital;Mme Garcia;0.904;True
256;;3136926.13;159246.05;Acquisition du terrain pour le projet.;175758.04;Usine;M. Smith;1.196;True
257;1878885.76;1569875.74;39994.65;Frais pour les certifications et inspections de securite.;223023.93;;;1.187;True
258;3611970.38;3220065.57;???;Acquisition du terrain pour le projet.;646475.69;Stade;Mme Garcia;1.484;True
259;5612284.01;4484476.94;236654.92;Installation des reseaux electriques et plomberie.;1094956.93;ecole;Mme Dupont;1.279;False
260;4678356.25;4506627.09;68333.24;;149141.19;Route;Mme Garcia;0.901;False
261;4091290.62;4651487.21;363937.27;Installation des reseaux electriques et plomberie.;1092088.66;Usine;M. Muller;1.428;False
262;???;1980846.45;273411.73;Achat de materiaux de construction (ciment, acier, etc.).;;Stade;Mme Dupont;0.868;True
263;3806890.36;4209505.82;???;Installation des reseaux electriques et plomberie.;???;Stade;;???;False
264;2287331.4;2503956.93;324252.1;Acquisition du terrain pour le projet.;199335.37;Usine;Mme Dupont;1.341;False
265;???;???;97183.9;Travaux de genie civil et fondation du batiment.;796095.45;Pont;M. Muller;1.073;False
266;437408.82;622099.5;23251.53;Frais de main-d'œuvre pour la construction.;53084.63;Hopital;M. Ali;0.861;False
267;2374853.35;2299334.02;;Frais pour les certifications et inspections de securite.;280051.66;Hopital;Mme Garcia;???;False
268;3064630.7;4332219.07;208190.81;Achat de materiaux de construction (ciment, acier, etc.).;750738.81;Route;Mme Garcia;1.165;False
269;801537.89;930558.55;38134.73;Travaux de genie civil et fondation du batiment.;90295.99;Usine;Mme Zhang;1.095;False
270;3607176.84;texte;512908.52;Installation de dispositifs de securite sur le chantier.;789110.62;;M. Smith;;False
271;9999999999;???;texte;Acquisition du terrain pour le projet.;;Stade;;1.034;True
272;???;1572132.89;179204.59;Installation de dispositifs de securite sur le chantier.;271854.17;Usine;Mme Zhang;1.004;False
273;5661237.68;???;314901.1;Verification de la conformite aux normes locales de construction.;1490597.67;Usine;Mme Zhang;0.88;True
274;;3001912.47;325186.49;Construction de la structure en beton arme.;325012.1;Port;M. Muller;0.947;False
275;3094467.74;4173280.86;398228.01;Acquisition du terrain pour le projet.;571224.91;Pont;M. Muller;1.012;False
276;3757161.36;???;452628.04;Achat de materiaux de construction (ciment, acier, etc.).;713159.36;Port;Mme Garcia;???;False
277;3245968.91;2763861.5;texte;Construction de la structure en beton arme.;710101.11;Hopital;Mme Dupont;1.338;False
278;;915058.62;texte;Acquisition du terrain pour le projet.;237746.1;Stade;M. Smith;0.874;True
279;texte;1367818.01;;Installation des reseaux electriques et plomberie.;326982.99;Route;M. Smith;1.062;False
280;4090952.33;3884476.94;327542.96;Frais de main-d'œuvre pour la construction.;612515.08;Port;Mme Dupont;texte;True
281;845558.36;;???;Verification de la conformite aux normes locales de construction.;142572.42;Route;Mme Garcia;1.138;False
282;655387.35;578352.85;48067.82;Achat de materiaux de construction (ciment, acier, etc.).;104896.59;Hopital;Mme Dupont;1.394;True
283;2729643.58;3417982.73;???;Amenagement interieur et finitions (peinture, carrelage).;554660.25;Pont;Mme Zhang;1.192;False
284;1165670.11;1236092.18;41758.09;Acquisition du terrain pour le projet.;150507.22;Route;M. Smith;1.215;False
285;100961.62;121805.21;4943.92;Achat de materiaux de construction (ciment, acier, etc.).;21754.16;;Mme Zhang;1.028;False
286;725811.14;658379.36;56996.32;Frais de main-d'œuvre pour la construction.;???;Usine;Mme Garcia;0.88;False
287;4541821.76;4243037.23;???;Verification de la conformite aux normes locales de construction.;1288680.68;Hopital;M. Muller;;True
288;977349.79;1269006.36;60852.58;Travaux de genie civil et fondation du batiment.;;Usine;Mme Garcia;0.897;False
289;2155511.54;2172890.03;183720.93;Travaux de genie civil et fondation du batiment.;???;Port;Mme Zhang;0.898;False
290;4528483.97;4225727.55;594015.34;Frais pour les certifications et inspections de securite.;891757.14;Route;M. Smith;texte;False
291;2094309.3;2104758.31;229159.18;Installation de dispositifs de securite sur le chantier.;414128.52;Hopital;Mme Garcia;0.822;True
292;1324387.95;1531240.56;112924.21;Travaux de genie civil et fondation du batiment.;339239.38;Port;Mme Garcia;1.158;True
293;1449192.18;1412655.66;215531.26;Construction de la structure en beton arme.;383343.48;ecole;M. Muller;1.109;True
294;3769101.49;4949901.07;475697.92;Amenagement interieur et finitions (peinture, carrelage).;601329.19;ecole;M. Smith;0.984;True
295;2918712.93;2251442.53;346125.59;Amenagement interieur et finitions (peinture, carrelage).;414386.12;Stade;;1.227;False
296;715615.76;???;27856.6;Amenagement interieur et finitions (peinture, carrelage).;186838.76;Stade;Mme Garcia;0.997;True
297;1892311.6;1685902.72;95574.33;;549677.67;Hopital;M. Ali;1.474;False
298;???;4601966.69;???;Travaux de genie civil et fondation du batiment.;1432535.29;Pont;M. Ali;0.902;False
299;4812130.01;4159560.83;;Installation de dispositifs de securite sur le chantier.;texte;Immeuble;M. Muller;1.09;False
300;553111.81;470029.74;65070.17;Acquisition du terrain pour le projet.;84693.97;Immeuble;M. Muller;1.455;False
301;2311309.15;2328008.68;211424.18;Achat de materiaux de construction (ciment, acier, etc.).;569012.85;Port;M. Muller;1.265;False
302;5022252.74;4265520.57;329862.67;Acquisition du terrain pour le projet.;1079631.31;Port;Mme Zhang;1.026;False
303;1837064.4;1755000.26;163976.18;Installation de dispositifs de securite sur le chantier.;473339.36;ecole;Mme Dupont;???;False
304;226100.34;9999999999;7261.82;Installation de dispositifs de securite sur le chantier.;22640.6;Usine;M. Ali;1.497;True
305;3896771.3;4422524.04;texte;Verification de la conformite aux normes locales de construction.;462422.04;Stade;Mme Zhang;0.858;True
306;380417.73;353757.65;42469.22;Amenagement interieur et finitions (peinture, carrelage).;texte;Hopital;M. Muller;0.867;True
307;;2436352.87;79142.98;Installation de dispositifs de securite sur le chantier.;193470.89;Stade;Mme Dupont;;False
308;3453912.36;3500751.91;145245.86;Achat de materiaux de construction (ciment, acier, etc.).;;Hopital;Mme Dupont;1.019;False
309;898589.53;771933.54;103735.06;Travaux de genie civil et fondation du batiment.;205161.67;Pont;Mme Dupont;1.171;True
310;;3090564.27;;Amenagement interieur et finitions (peinture, carrelage).;556757.73;Pont;M. Smith;1.231;False
311;3244045.21;4313816.37;78068.32;Achat de materiaux de construction (ciment, acier, etc.).;706925.41;Usine;Mme Zhang;1.474;False
312;3374553.1;3976275.64;338288.42;Amenagement interieur et finitions (peinture, carrelage).;710948.57;;M. Muller;0.819;False
313;1177684.57;;42880.1;;9999999999;ecole;M. Ali;1.146;True
314;1387455.58;1281300.6;27668.2;Frais pour les certifications et inspections de securite.;???;Stade;;1.071;False
315;2098034.55;1890521.07;245011.9;Achat de materiaux de construction (ciment, acier, etc.).;;Hopital;Mme Dupont;0.984;True
316;;4620638.52;385397.81;Verification de la conformite aux normes locales de construction.;1323712.16;Usine;M. Smith;1.291;True
317;3311803.83;3238632.71;103908.71;Achat de materiaux de construction (ciment, acier, etc.).;536450.55;Route;M. Ali;1.175;False
318;3443166.92;???;347682.51;Achat de materiaux de construction (ciment, acier, etc.).;557909.76;Usine;M. Muller;1.467;True
319;288467.33;383739.13;20431.48;Installation de dispositifs de securite sur le chantier.;64172.26;ecole;Mme Zhang;1.266;True
320;770751.65;685270.73;83402.99;Travaux de genie civil et fondation du batiment.;153597.38;Stade;Mme Garcia;1.162;False
321;712605.34;918118.48;85054.69;Verification de la conformite aux normes locales de construction.;175719.33;Hopital;Mme Dupont;1.035;False
322;;1432704.92;116067.29;Installation des reseaux electriques et plomberie.;???;Port;M. Smith;1.158;True
323;2650348.12;2548089.03;162933.57;Verification de la conformite aux normes locales de construction.;674953.0;Hopital;M. Ali;1.319;True
324;384550.34;315785.75;17011.43;Installation de dispositifs de securite sur le chantier.;66448.49;;M. Ali;1.452;True
325;3506714.17;???;398689.61;;332797.91;Route;M. Smith;1.441;False
326;1067202.83;1429163.99;66372.7;Construction de la structure en beton arme.;;ecole;M. Ali;0.956;True
327;3539966.16;4774989.1;265898.13;Verification de la conformite aux normes locales de construction.;901648.84;Immeuble;Mme Zhang;0.86;False
328;114076.13;139048.95;10145.13;Verification de la conformite aux normes locales de construction.;28281.21;Route;M. Smith;1.058;False
329;5815019.86;4989156.87;;Construction de la structure en beton arme.;???;;M. Ali;0.804;False
330;222573.43;217160.25;???;;???;ecole;M. Muller;;False
331;620250.67;609350.19;26883.81;Installation de dispositifs de securite sur le chantier.;181260.2;Pont;M. Muller;0.996;True
332;5714153.51;4614244.57;472939.29;Frais de main-d'œuvre pour la construction.;485788.55;Hopital;Mme Garcia;???;True
333;???;3222356.83;280276.54;Frais pour les certifications et inspections de securite.;;Pont;M. Ali;1.004;False
334;4339739.59;4637605.56;548829.41;Frais de main-d'œuvre pour la construction.;295826.71;Immeuble;M. Ali;0.852;True
335;891261.1;766948.05;;Achat de materiaux de construction (ciment, acier, etc.).;118426.32;Port;Mme Zhang;1.085;False
336;3980017.02;4826710.14;211589.97;Verification de la conformite aux normes locales de construction.;1076580.42;Hopital;M. Ali;texte;False
337;4639437.64;4149294.77;72589.44;Frais de main-d'œuvre pour la construction.;221759.81;Route;Mme Zhang;1.077;True
338;2926320.04;3418198.55;435128.36;Frais pour les certifications et inspections de securite.;849859.88;Port;Mme Garcia;1.324;True
339;texte;9999999999;52014.98;Achat de materiaux de construction (ciment, acier, etc.).;43967.12;Route;M. Ali;0.939;False
340;2074388.26;1923974.74;207969.67;Installation des reseaux electriques et plomberie.;450606.4;Hopital;Mme Dupont;1.498;True
341;4368740.83;???;122459.37;Frais de main-d'œuvre pour la construction.;195297.22;Port;Mme Dupont;???;False
342;;4126258.47;54621.25;Acquisition du terrain pour le projet.;???;Route;M. Ali;0.992;False
343;3192216.41;4428776.61;308638.54;Amenagement interieur et finitions (peinture, carrelage).;732472.19;Port;M. Smith;???;False
344;346102.58;398797.44;10110.71;Amenagement interieur et finitions (peinture, carrelage).;79095.0;Route;M. Muller;1.496;True
345;5785042.39;4948077.72;texte;Construction de la structure en beton arme.;1482631.28;Stade;Mme Garcia;1.152;False
346;1019880.35;1425134.86;95457.02;Frais pour les certifications et inspections de securite.;;;Mme Dupont;1.366;False
347;3125576.85;2694218.23;468664.01;Travaux de genie civil et fondation du batiment.;375153.2;Route;Mme Zhang;1.174;True
348;4876613.28;;441806.02;Acquisition du terrain pour le projet.;???;Pont;M. Ali;0.966;False
349;???;4050430.1;625044.57;Frais pour les certifications et inspections de securite.;;Stade;Mme Garcia;???;True
350;4981990.91;4199814.52;726644.69;Construction de la structure en beton arme.;806139.01;Port;Mme Dupont;0.863;True
351;???;3048147.65;166924.55;Frais de main-d'œuvre pour la construction.;???;Route;M. Ali;1.039;True
352;5552668.42;4602025.86;307076.08;Frais pour les certifications et inspections de securite.;???;Pont;Mme Dupont;1.393;False
353;4442168.29;4806737.88;630207.08;Acquisition du terrain pour le projet.;742745.34;Stade;Mme Zhang;1.026;True
354;3548807.39;3688524.92;353096.54;Installation de dispositifs de securite sur le chantier.;815643.88;Pont;M. Muller;;False
355;1257578.9;1193862.35;;Verification de la conformite aux normes locales de construction.;;Immeuble;M. Ali;0.924;True
356;6027598.86;4749061.71;390734.27;Installation des reseaux electriques et plomberie.;texte;Stade;Mme Garcia;0.955;True
357;3678590.18;4689770.19;420639.67;Amenagement interieur et finitions (peinture, carrelage).;623013.48;Stade;M. Ali;1.245;True
358;4547070.25;4126142.85;???;Frais de main-d'œuvre pour la construction.;380115.03;Immeuble;M. Ali;0.975;True
359;2130328.5;9999999999;236163.75;Frais pour les certifications et inspections de securite.;377467.41;Usine;M. Ali;???;False
360;4026080.93;???;251825.97;Installation de dispositifs de securite sur le chantier.;1037706.25;;M. Ali;;True
361;1376997.1;1545052.2;197231.01;Achat de materiaux de construction (ciment, acier, etc.).;231833.49;Usine;M. Ali;1.312;True
362;2267232.49;1755957.86;306193.52;Frais pour les certifications et inspections de securite.;422305.3;Pont;Mme Garcia;1.423;True
363;325694.0;362423.14;47686.74;Acquisition du terrain pour le projet.;???;Immeuble;M. Muller;0.997;True
364;533361.34;569988.01;46377.25;Installation de dispositifs de securite sur le chantier.;69719.92;Stade;Mme Dupont;1.099;False
365;4447604.83;4137096.8;343559.57;Achat de materiaux de construction (ciment, acier, etc.).;467652.92;Pont;M. Muller;1.004;True
366;1862100.68;???;223233.69;Installation de dispositifs de securite sur le chantier.;368359.57;Immeuble;Mme Dupont;1.249;False
367;1238582.4;1005917.98;76440.64;Installation de dispositifs de securite sur le chantier.;;Port;M. Smith;0.984;False
368;2265142.04;2864808.28;243516.21;Achat de materiaux de construction (ciment, acier, etc.).;265342.05;Stade;Mme Garcia;???;True
369;;2812649.34;422037.94;Acquisition du terrain pour le projet.;823654.65;Port;;1.417;False
370;1465636.06;1564375.33;189875.46;Frais pour les certifications et inspections de securite.;293743.21;Pont;Mme Dupont;1.464;False
371;1222355.95;;178589.97;Amenagement interieur et finitions (peinture, carrelage).;153084.44;Usine;Mme Dupont;1.492;False
372;1300246.09;1089404.47;;Installation des reseaux electriques et plomberie.;197087.76;Hopital;Mme Dupont;1.072;False
373;3405278.06;???;281808.37;Frais pour les certifications et inspections de securite.;876212.53;Usine;Mme Dupont;1.09;True
374;3018993.21;???;437984.77;Achat de materiaux de construction (ciment, acier, etc.).;860369.69;Hopital;Mme Zhang;1.407;False
375;3778761.63;???;???;Installation des reseaux electriques et plomberie.;838100.73;;;0.993;True
376;3468899.24;;;Acquisition du terrain pour le projet.;790613.62;;M. Muller;0.966;False
377;5710778.38;4612091.42;73284.16;Verification de la conformite aux normes locales de construction.;926230.34;Port;M. Muller;1.279;True
378;974303.19;;70184.4;Frais de main-d'œuvre pour la construction.;;Usine;Mme Garcia;1.252;True
379;2826120.49;2264411.33;189360.95;Installation de dispositifs de securite sur le chantier.;711895.96;Stade;Mme Dupont;1.161;True
380;474526.15;421523.14;31543.61;Construction de la structure en beton arme.;130905.88;ecole;M. Ali;0.935;True
381;3569722.96;4201185.72;263812.57;Frais de main-d'œuvre pour la construction.;???;Immeuble;Mme Zhang;1.376;False
382;2488295.5;???;35529.99;Frais de main-d'œuvre pour la construction.;???;Port;M. Ali;1.472;False
383;2707470.35;2975713.22;89053.86;Verification de la conformite aux normes locales de construction.;676305.05;Hopital;Mme Zhang;0.819;True
384;937189.61;???;135975.4;Amenagement interieur et finitions (peinture, carrelage).;9999999999;Route;Mme Zhang;1.256;True
385;5552186.27;4336686.66;585799.86;Installation de dispositifs de securite sur le chantier.;1567399.33;Pont;Mme Garcia;1.361;True
386;1581400.3;???;83441.57;Verification de la conformite aux normes locales de construction.;292181.67;Usine;Mme Zhang;1.121;True
387;2640581.51;2386820.28;331138.2;Acquisition du terrain pour le projet.;440706.27;ecole;Mme Garcia;1.5;False
388;3011555.05;2851139.87;149297.13;Achat de materiaux de construction (ciment, acier, etc.).;591311.86;Stade;Mme Zhang;1.248;False
